64,2247.7435,481.4108
128,1367.8400,271.7568
200,961.7121,164.8431
256,769.5349,137.5851
512,458.5275,93.6445
600,436.6990,78.9516
800,334.0213,64.1988
1024,299.1791,53.6969
2000,221.0780,37.3590
3000,165.7577,30.5948
4096,141.4614,29.2030
6000,122.0892,55.8659
7000,143.5038,72.0607
10000,130.8078,96.9440
50000,124.3613,187.2395
100000,123.6239,186.9441
1000000,186.5531,322.7980
10000000,186.3497,333.9314
100000000,186.7496,333.9175
