64,.3051,.3263
128,.3162,.3289
200,.3132,.3292
256,.3127,.3177
512,.3146,.2995
600,.3075,.2705
800,.3003,.2231
1024,.3021,.1919
2000,.3065,.1018
3000,.2904,.0961
4096,.2840,.0883
6000,.2995,.1471
7000,.2523,.1481
10000,.3160,.2200
50000,.3220,.3632
100000,.3199,.3760
1000000,.3048,.3101
10000000,.3053,.3049
100000000,.3052,.3047
