64,525.1234,148.4137
128,521.0914,146.6416
200,506.4756,149.8203
256,441.4212,151.5266
512,481.9879,149.2025
600,523.9656,147.0331
800,520.9040,151.8866
1024,522.6200,146.0170
2000,482.1620,146.7224
3000,493.1524,140.5610
4096,504.5050,145.6782
6000,488.6042,138.5128
7000,518.4412,146.9791
10000,472.2637,135.7797
50000,513.2195,144.0613
100000,472.1065,139.1039
1000000,511.3783,134.2274
10000000,466.0894,119.5172
100000000,442.5158,136.1269
