64,2216.2680,1623.7106
128,2605.6554,1693.3037
200,2749.9430,1635.8404
256,2224.5820,1622.0608
512,3025.4321,1740.9329
600,3048.7306,1692.5564
800,3078.4457,1712.8693
1024,3105.7513,1726.7085
2000,3147.0953,1718.4568
3000,3161.6228,1736.6201
4096,3170.1204,1729.8650
6000,3176.9771,1724.7008
7000,3124.9416,1730.0399
10000,3119.4947,1738.4266
50000,3145.7274,1741.3457
100000,3161.4356,1750.2218
1000000,3164.9659,1743.2488
10000000,3179.6623,1745.4139
100000000,3170.6452,1745.6762
