64,0,0,0,0
100,.0076,.0079,0,0
128,0,.0245,0,.0074
200,0,.0630,0,.0240
256,0,.2632,0,.1001
512,.0073,2.4289,.0082,.9858
600,0,2.0510,0,.8065
900,.0082,7.1257,0,2.9759
1024,.0079,34.3815,.0070,12.3771
2000,.0396,101.5400,.0187,39.7767
2048,.0308,366.1850,.0188,109.3508
3000,.0760,348.6382,.0464,138.1938
4000,.1386,1001.3870,.0736,343.2751
