64,.3351,.0511,.3089,.0566
100,.3318,.0335,.2995,.0696
128,.3367,.0096,.2843,.0383
200,.3174,.3857,.3123,.2115
256,.3085,.4502,.2950,.3858
512,.2993,.4914,.3254,.3817
600,.2953,.1317,.2686,.1831
900,.3008,.1023,.2759,.2642
1024,.3040,.4574,.3080,.3529
2000,.3045,.2033,.2877,.4096
2048,.2993,.3278,.3123,.2904
3000,.2449,.2447,.2821,.4074
4000,.2458,.4616,.2823,.4075
